AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,class
55.965751,14.218471,4.07336,2.143216,1.454825,3.675139,1.073702,1.806892,3.146547,2.480565,4.338476,1.829876,2.464895,2.352295,1.098385,3.262435,1.445713,3.630522,8.080312,11.002954,36.719712,8.719605,4.13866,2.301538,1.226494,happy
0.951185,2.156034,1.698424,2.319528,1.310758,2.020887,0.78753,0.610022,2.236224,2.365976,12.075374,6.449592,2.243389,1.964871,2.223503,2.865344,1.85477,2.676882,2.398758,4.257249,2.374665,1.828538,1.638735,2.137832,1.833862,sad
2.11467,1.242844,4.634308,3.053764,3.413144,1.335996,1.690372,3.514678,6.090134,9.638921,45.151571,5.292833,3.787226,2.808544,2.528737,1.942397,2.47325,9.907887,13.379344,13.485985,0.578323,1.555862,2.831726,3.490534,3.428772,happy
38.977981,7.870914,2.376711,2.547081,1.749775,1.010743,1.194321,1.031022,2.928797,2.570588,3.885748,3.515962,2.870032,1.644082,1.112482,1.659118,1.235789,2.198501,5.089059,9.678309,14.824433,4.894635,3.17631,2.72527,1.554836,happy
6.329125,2.914315,2.087639,1.560752,3.162192,1.046861,2.691406,2.093626,4.090453,8.981202,15.369003,2.777372,1.715081,2.260362,3.659288,2.064342,8.181376,2.660747,7.042407,18.291654,5.555227,3.980757,2.090579,2.074682,3.289196,happy
14.483011,5.217835,4.214815,2.834245,2.337706,2.084616,2.551119,5.787753,3.672969,4.705875,2.148617,5.539816,4.597093,2.613021,2.328895,4.15144,5.345037,4.033233,7.082315,13.604994,9.314681,5.052816,3.107376,2.624507,2.336322,happy
6.451593,3.037321,3.647779,2.190384,2.246387,6.297033,1.741657,3.042482,1.915509,4.17388,19.146934,2.99881,2.624132,1.715238,0.834295,2.329185,6.005767,2.153354,6.075499,9.483885,5.035208,2.067793,3.361689,1.385414,2.057883,happy
11.773741,3.247623,2.531766,2.995452,3.029344,2.206947,2.032134,1.361986,1.772728,3.252329,16.660853,8.321408,6.338779,1.862201,1.526907,3.331768,1.895949,1.528518,1.638713,2.740734,8.158786,3.126516,2.334928,1.435998,2.719149,sad
85.3495,6.762497,0.868332,0.908712,2.189854,1.451099,0.559342,1.143368,1.831711,3.920784,4.764867,1.021686,1.509735,1.073379,1.800395,1.60111,1.233647,2.052396,2.484008,6.475571,19.565455,3.095723,0.968556,1.230262,3.371045,sad
29.668466,2.929546,4.328863,5.345767,5.072941,7.162569,4.498392,5.595724,5.205974,12.207931,335.994693,54.16993,16.445022,9.301872,7.141943,59.273201,24.866898,13.512915,11.562684,15.691025,9.077281,3.129949,3.669861,3.9775,5.144395,happy
12.008642,5.113421,3.610983,2.283971,4.006169,1.643369,4.993157,3.446031,2.946249,10.416348,8.527717,4.612238,2.875764,2.858578,3.189155,3.453293,6.008419,3.212254,7.265408,10.81566,7.555956,4.923574,2.753359,1.514211,3.082731,happy
5.456334,1.882896,1.480317,1.548501,1.763822,2.208241,0.796279,0.835567,2.500419,7.048834,6.306684,5.597497,3.015058,2.336425,2.365265,7.322267,3.558454,8.962738,13.276439,16.289903,2.317012,1.361109,1.700383,1.42279,1.849215,happy
122.252299,22.923328,6.438125,3.709256,3.644127,55.074351,17.060299,3.309494,8.622835,9.130886,384.678705,301.404451,101.566259,37.981299,14.036951,96.624726,25.948342,16.387563,9.266745,8.933181,40.309908,7.4255,5.827092,4.540496,4.200998,happy
18.229083,4.709998,4.503795,5.743524,3.803568,3.185107,2.029585,2.513225,3.627732,6.590843,30.324023,5.148917,5.036843,5.52735,3.647085,37.055013,12.394377,12.95841,11.727316,6.837493,12.064477,2.769326,4.570768,5.56377,3.730749,happy
173.453067,27.618384,5.195508,3.374416,3.06896,71.36612,28.606003,6.442283,10.400634,10.138016,130.358617,71.250219,22.179371,9.594992,5.216854,181.456574,38.812641,29.617191,10.536962,9.836664,55.452483,9.350553,3.81106,4.349998,4.128458,happy
127.781539,35.267577,5.668116,5.782257,2.741141,98.410381,31.343884,12.850874,5.850654,7.094464,7.39309,17.655217,5.205521,5.958441,1.90646,7.799797,14.691076,7.117662,6.935858,8.267422,51.046054,20.309382,2.89602,6.909531,2.383554,happy
10.241216,6.958779,2.342297,5.147496,0.788565,0.830227,1.029149,0.591793,2.811246,0.959896,4.028984,1.837055,1.420365,4.233164,1.323887,1.662988,3.083326,2.910538,4.883195,2.016216,6.460729,5.595827,2.669345,3.892622,0.919047,sad
41.712667,5.875205,4.853866,1.372976,1.223428,1.26745,1.015712,2.064919,1.721799,3.28105,1.966922,1.771812,1.160264,1.884289,1.726596,1.397538,1.790527,5.054854,8.496068,10.463425,17.392891,3.967287,2.421081,1.785429,1.331886,happy
6.667709,2.125852,1.241882,1.143672,1.144455,0.642676,2.004739,0.344574,1.557307,1.403854,3.8332,1.338064,0.906401,1.010502,1.031523,14.89237,11.823491,7.755467,2.232806,1.879062,5.998315,1.539247,0.790987,2.184814,1.820231,sad
89.645843,22.621532,7.05706,4.922105,4.394781,120.735083,20.18755,14.9504,15.45389,25.211814,250.779725,55.236009,19.392067,6.802064,5.664304,39.060344,14.865215,8.689601,9.710134,10.615127,70.370881,19.707641,8.274356,5.501354,5.402168,happy
34.366957,5.591454,1.308241,0.712062,0.970956,1.315077,0.452525,0.316773,1.338206,2.422472,7.80426,1.616034,1.291181,1.263539,1.417201,3.852225,1.06664,1.341962,2.155756,2.305997,12.898124,1.4969,2.029962,1.640859,1.408709,sad
4.257405,3.245368,4.608461,2.072317,1.042872,0.709078,1.003891,1.148494,1.590434,1.649563,3.513289,3.52199,3.26103,1.731346,1.080911,7.365732,4.389761,3.90758,2.433426,3.690278,23.347706,13.616737,8.318441,3.370391,1.732791,sad
12.231313,4.544761,4.031586,2.69273,1.11245,0.979336,1.199778,2.944425,2.668343,1.855507,1.964436,1.713162,3.018983,3.544282,0.904542,4.352859,3.358087,2.882345,3.839978,3.673304,14.197242,5.600228,2.480864,2.718566,1.20094,sad
3.979393,1.515577,2.564164,1.685157,1.203183,4.648227,1.834056,0.951839,4.225161,4.657538,13.119167,12.955386,5.376545,8.920073,5.913296,22.651004,2.846552,7.022307,4.147896,4.141098,21.348883,5.185576,2.274634,9.886649,7.542164,sad
7.482645,1.765606,0.714796,1.416607,1.481147,0.795413,1.814556,0.379477,2.18944,1.862024,3.912287,1.408589,0.894715,1.289228,1.304772,10.076419,6.982693,4.540285,1.637925,1.908763,7.766112,2.335818,1.387468,2.148372,2.605501,sad
2.79633,2.201389,6.785817,4.169271,1.686706,3.303866,1.31433,4.081549,4.375668,4.136295,6.585247,2.608137,7.276963,4.09732,1.607212,2.221107,4.202406,11.061072,9.033437,11.120724,2.489759,2.238017,7.912353,4.274851,1.974528,happy
2.240296,2.477906,3.678605,2.34324,1.232731,8.078373,4.522837,4.129622,3.350963,3.456095,3842.519896,1377.11555,663.83646,263.705782,72.098521,2.865341,1.758036,3.061243,2.584672,3.95828,11.168856,3.407355,3.807805,2.733228,1.400275,sad
6.578043,1.747987,1.778045,2.259407,1.375487,30.950628,6.668272,3.761205,6.412305,3.871498,19.263423,5.951519,3.606467,2.81255,2.119536,24.482582,2.904899,2.539849,4.440007,3.105307,33.35071,7.70119,3.381773,3.365981,1.389724,sad
5.193308,4.522247,3.443716,2.603282,5.566269,3.945207,3.194162,3.52874,4.33184,9.410382,32.941003,16.215396,5.190385,3.904719,3.850473,98.132766,36.602886,10.209832,10.73752,12.095992,5.413678,3.167169,5.534431,2.630233,5.338937,happy
6.775042,2.934082,1.822582,2.158856,3.54164,0.63888,0.940562,1.238403,2.090741,6.850249,5.703227,1.768444,1.323334,0.877556,2.765607,7.364326,3.979702,4.049118,5.845186,11.237333,7.177493,1.971934,1.802295,2.070077,2.975821,happy
45.415936,17.15569,4.711336,2.513586,2.020706,4.868273,1.97538,1.610572,3.36942,2.749233,7.861602,4.640493,2.645238,2.061124,1.796662,2.947711,3.089796,11.238047,8.131676,9.97269,30.115906,7.621872,3.919951,2.998112,1.427562,happy
34.149774,6.98053,11.392553,2.637879,1.857221,3.220438,3.414473,6.121058,5.814968,3.44258,54.612206,2.74454,6.838469,2.465909,1.715557,4.07055,4.529317,5.923879,6.832188,11.421525,13.767757,3.278935,9.97936,2.755493,2.070799,happy
32.117275,4.073444,5.999967,5.438522,1.035533,1.047725,0.630881,2.258766,2.488774,1.373848,3.325008,1.869321,3.358404,5.069328,1.54394,2.859078,2.879785,2.507664,4.257311,2.817424,11.15034,1.401928,2.994119,4.750219,1.464134,sad
21.852064,6.145218,2.53306,1.355596,1.714966,3.144705,3.145599,2.212642,2.740277,2.81403,336.958709,120.966462,49.997017,8.261274,5.987269,2.431592,4.411059,2.950419,3.618256,3.316834,46.578811,9.687907,5.876546,2.848768,3.358566,sad
15.630971,3.207439,2.709834,1.503234,1.225535,1.379258,0.977297,0.788258,1.459032,2.184045,3.394509,0.643623,1.832582,1.075782,0.641146,3.984642,0.671849,1.727175,2.788089,4.026648,18.783628,3.073143,2.995537,1.414765,1.574191,sad
2.242732,1.390998,1.104401,1.283656,1.003622,1.564837,0.427644,0.613708,2.208699,1.550824,4.47453,1.86657,0.748259,1.402663,1.787096,1.129141,1.389054,1.478235,2.244011,3.47563,101.980586,46.777646,19.651784,5.560158,2.378037,sad
2.646596,11.122472,13.809254,3.187385,1.358966,0.722975,3.418253,7.644091,1.621964,1.257501,0.75573,10.276885,12.746943,2.454288,1.275897,1.960676,11.43367,18.090224,2.417279,3.129141,4.929923,12.801216,14.157038,1.873261,0.914309,sad
4.241797,5.246768,1.665392,1.438932,1.765395,5.242074,2.64332,1.687008,3.602243,3.560859,8.004833,3.423916,1.565283,1.327317,1.679363,50.948608,4.809231,11.701028,8.222836,11.655993,2.90427,4.60107,3.057837,2.296257,2.61128,happy
6.894467,3.695853,2.465495,1.980659,1.405922,80.538986,13.740419,5.816396,6.908291,3.984204,15.90968,2.694332,2.912264,3.81909,1.465618,28.483761,8.768657,9.150406,4.261327,5.255718,7.011445,3.871352,2.056085,2.743447,1.85862,happy
34.808582,4.043588,1.010513,1.079345,2.119771,0.920945,0.974086,0.901621,1.633874,3.659575,5.516657,0.795993,1.234972,1.418564,1.710121,1.20633,1.534568,1.85255,2.871492,5.714232,8.669939,1.797984,1.216737,1.232415,3.412488,sad
5.2036,1.564239,2.780591,2.418764,1.031292,1.258775,1.15566,0.653442,3.118912,1.8247,111.637193,46.595885,17.387033,4.345371,1.089736,2.878669,2.098522,1.955416,4.995194,4.016059,6.780386,2.974141,0.765978,2.418657,1.294721,sad
99.677143,21.056456,6.000192,2.733555,2.18661,10.466302,3.348783,2.166998,2.893985,3.717685,33.531973,5.350746,1.253551,1.601465,1.120971,21.702006,3.110111,3.081134,6.488619,10.504998,74.736558,13.875796,4.122533,1.873762,2.551789,happy
69.400281,9.866485,2.953349,1.732761,1.808787,3.939159,1.386948,2.510026,2.134517,5.192743,33.333411,8.308412,8.560583,2.499692,1.860692,5.91916,3.216263,5.734532,19.347503,9.183896,42.210617,10.58771,3.650569,2.1629,2.500532,happy
23.715534,6.141215,1.987315,2.087534,1.464987,0.837197,0.70052,1.29597,1.244482,2.179063,3.260401,1.030297,0.877134,1.114013,1.122764,3.989201,1.104953,1.987531,1.911454,2.891271,11.649687,3.647617,1.763076,1.794153,2.051005,sad
3.896059,1.716871,2.640189,2.843277,1.847716,3.655995,1.123535,2.036743,3.941653,3.808354,3.925454,2.946557,1.989323,3.272403,1.563439,6.114475,2.429921,1.423233,5.841068,12.393013,9.213568,2.048079,4.215224,3.473716,2.027878,happy
5.538304,1.952419,0.523446,2.301709,2.550111,8.046662,2.089764,0.931673,3.026761,6.024201,8.553484,4.36925,0.946603,4.005622,3.814429,2.544264,3.157773,7.162294,7.955048,14.298773,4.42493,1.497273,1.062901,2.695237,2.079767,happy
57.611036,8.799403,3.983452,2.39569,1.101928,5.319906,0.514871,0.638839,0.928346,2.031073,23.022574,3.854743,2.596832,2.109908,1.7246,2.660767,2.393383,3.27817,3.013867,3.068043,17.918523,3.505323,2.178654,1.666012,1.494005,sad
19.486025,9.072591,6.414272,5.536477,17.39184,1.9999,4.159273,6.807325,10.146566,26.290403,30.838251,4.619826,8.110005,6.647146,15.308258,4.10245,4.346633,5.942116,12.182209,27.699517,9.05741,6.011989,5.855657,6.319284,17.317082,happy
4.901581,6.187031,3.589221,2.1695,1.902513,2.033675,1.913967,2.129885,4.585892,3.15861,10.159548,5.95695,2.746801,2.319404,2.026384,3.835489,6.670849,8.43535,9.275721,15.08005,2.554057,5.375055,3.315659,2.707899,1.893522,happy
4.414224,1.639542,6.447705,2.034203,2.32051,1.904405,2.52728,2.12868,1.901309,1.339847,8.047644,4.993011,3.300871,2.072502,1.506183,12.079406,2.723971,8.211739,5.188365,4.625104,6.231285,3.051945,4.11239,2.278434,2.205347,happy
94.417994,12.368945,10.387406,6.267799,1.39791,2.892389,1.098042,4.224149,4.383734,2.234877,4.92437,9.287008,16.862068,10.362438,1.930954,2.75114,4.179338,15.059722,24.637506,9.739982,22.70192,9.239122,7.565898,6.276765,1.716201,happy
4.877367,2.355654,1.160935,1.671883,3.200776,0.493446,1.129693,1.18798,1.820281,3.074363,9.095242,4.913298,4.500008,2.487803,2.037039,1.811846,2.483273,2.400103,1.484759,3.60017,3.594735,3.527772,1.92576,1.123886,1.767353,sad
98.135224,10.654794,2.312006,1.941279,0.897722,2.872426,0.823089,0.898016,1.304929,1.705919,3.642091,3.442185,2.53295,1.241415,1.150966,3.6199,2.48572,2.587582,2.841852,4.405214,122.568664,27.774866,18.538956,4.722979,2.529414,sad
168.110004,31.015308,6.652674,3.294527,2.960232,9.317463,3.381103,2.283065,2.726503,5.689973,17.295741,2.903361,0.752883,2.555104,2.470413,4.452855,1.895617,2.279681,6.248878,11.638195,44.22656,9.763321,3.29396,2.5602,2.375629,happy
94.412519,10.601331,20.521209,5.237511,1.792258,4.529046,1.892113,6.319291,3.650711,5.150088,4.884041,4.920553,24.9868,3.300614,1.262192,6.132492,5.64497,41.731827,10.007737,7.746033,60.394836,7.169844,19.078714,3.843473,1.607354,happy
50.77623,12.002463,4.053458,2.7543,2.351836,1.369321,1.017527,2.317601,4.160006,6.584638,15.474065,4.468524,2.988519,2.245078,2.555849,2.733422,6.666602,5.299814,7.271789,13.874734,21.402097,6.254036,3.082091,2.649548,2.102596,happy
7.396737,2.848473,3.600972,2.321248,2.030523,5.352675,1.504241,3.029132,2.260191,4.403918,12.34857,2.646137,2.094471,1.55368,0.83237,2.942099,5.135411,1.859485,5.789776,9.988611,5.794593,1.871446,3.412763,1.607762,1.885294,happy
12.513389,9.603383,5.149579,3.704174,1.803572,2.950752,1.821722,2.825583,3.295214,3.155984,293.309376,55.823929,22.162882,11.049877,6.182217,5.487236,4.615538,11.488472,7.647097,11.642778,7.341739,4.149826,5.58748,3.26108,2.43034,happy
47.307388,11.561785,8.896259,5.236208,7.143369,31.3247,8.888039,4.787649,7.77262,14.598657,3446.226114,126.103481,24.190013,23.409352,14.663885,9.960912,7.379446,9.480644,15.223207,24.854457,48.116167,10.69322,5.349941,5.917333,6.074414,happy
8.194965,3.617433,2.900522,2.709736,1.637946,4.066909,2.179975,2.971164,2.854815,2.888435,32.292793,4.32331,5.780365,3.927385,1.15214,4.227059,8.174284,5.011096,9.190601,7.943579,7.875194,3.203155,2.329418,1.487683,1.467294,happy
10.149006,5.393071,2.019006,3.355271,4.830413,3.480953,2.845414,5.015792,6.453315,8.195404,27.545949,6.792952,2.321259,2.094204,3.378312,0.300804,1.234471,5.180193,11.304033,20.272388,3.785744,2.435646,1.765626,2.371009,4.374256,happy
12.3549,2.276845,1.829793,2.724174,1.485508,13.367432,0.818727,0.536743,2.043943,3.059464,27.134698,1.304588,1.252431,2.291095,0.875305,12.558307,1.695139,2.654381,1.531203,3.325194,21.128593,3.760489,1.697057,2.931459,1.581431,sad
79.861951,27.835057,12.311683,2.773771,1.993059,3.893497,3.722139,5.557724,3.096942,6.587767,24.630666,9.064248,7.965021,3.505828,1.766597,8.708146,7.726295,5.240243,11.275769,10.613393,23.604458,16.275049,6.540374,2.257374,1.65919,happy
5.015416,1.424929,4.999811,6.891145,6.801914,2.100462,1.327305,5.052167,8.345059,9.976689,30.489036,4.536659,6.054868,6.525395,7.582133,5.025427,1.30892,5.790868,17.927217,23.829754,5.215151,2.620858,5.411038,6.954395,7.333231,happy
11.908018,4.489424,4.013567,2.626346,3.085952,31.34723,6.933963,8.27143,5.740073,7.240809,17.173765,4.10078,4.746792,2.634502,2.739649,61.089854,9.933358,9.02924,8.197332,11.868079,7.589937,4.451856,5.126985,2.355419,3.355425,happy
50.94782,15.206221,3.586039,6.090861,7.287493,1.623631,5.169342,3.000052,9.740956,19.110512,13.658175,5.78149,3.651668,6.280445,7.5723,19.41885,10.758802,3.300385,8.72713,16.779197,22.935578,9.742657,2.411615,5.115984,7.108851,happy
28.660192,10.421404,2.929952,2.403482,1.378536,1.171624,1.075328,1.728815,2.315937,1.881403,3.244527,4.523777,2.425866,2.483958,1.473004,1.008373,3.14746,6.846968,6.411925,7.952678,14.058099,7.13197,2.452137,2.622936,1.237622,happy
14.573701,4.896799,4.376202,2.449873,2.324439,2.481424,1.986313,2.671679,2.835622,3.508361,224.449845,45.64074,17.140913,8.696514,5.045508,4.377403,6.02146,9.781102,7.750648,10.847773,8.105336,4.042968,4.022146,2.703052,3.066634,happy
25.057224,7.641238,6.51486,4.448336,4.288008,2.673124,2.123081,2.02726,7.556748,9.026661,7.850819,2.956707,2.328882,3.959985,3.330029,7.155674,1.955544,6.226368,7.639939,11.056244,7.116287,3.202416,2.956708,3.361154,3.962976,happy
121.650006,18.376401,3.643435,3.358015,2.237031,15.032169,4.313369,1.587303,4.036252,2.677179,25.837154,5.076301,4.509506,3.8201,1.890431,40.348229,3.656711,4.532141,7.918552,6.347333,54.521257,13.62482,2.343596,4.289178,2.059835,happy
100.773016,18.613767,6.881726,2.309176,2.317707,4.537469,1.659923,5.475266,4.797263,4.508914,72.991029,10.594442,4.417536,4.053759,2.060078,14.765294,6.955235,9.237291,7.806159,10.883502,45.885768,7.105645,6.258162,2.24296,2.70776,happy
39.904614,6.581106,4.013376,2.127859,2.005788,0.66485,1.122363,4.02326,3.771983,4.781065,15.105034,5.611839,2.694746,2.880229,1.897453,3.052512,3.390143,4.128105,5.553749,12.532888,16.813132,4.453499,2.450796,2.706156,1.736276,happy
31.592829,7.083562,2.601287,0.583446,1.492969,2.276572,0.977552,0.603205,1.432265,3.054269,4.987845,0.882281,1.181317,1.743607,1.658496,1.719365,0.573783,2.481441,1.960091,3.97279,22.422548,6.20018,1.076408,0.731597,1.832351,sad
10.657367,1.815333,2.972055,3.541829,1.366601,1.522305,0.743957,1.235262,1.305446,1.699519,5.584818,1.067122,2.274736,3.426203,1.78635,9.280373,2.015459,5.820331,3.880072,3.264697,10.415981,4.146926,2.893515,3.453857,2.033697,sad
21.395519,4.480023,2.42351,2.343834,3.007273,4.546369,1.492511,1.071461,4.2066,7.513083,4.511607,3.090908,2.008168,1.292031,2.650381,5.780658,4.619114,5.856172,6.665827,12.837216,12.183272,2.503664,1.74222,2.903184,2.936168,happy
17.435865,6.555466,4.925682,4.024504,2.29071,1.239009,1.615938,1.756044,2.319856,2.409009,3.785722,2.814417,2.701324,2.273839,0.679858,6.137428,1.564377,5.122835,4.125545,4.891597,20.206125,3.138139,4.436768,3.004273,1.942458,sad
97.792903,18.799901,9.895899,4.831276,2.873904,34.270865,20.542054,14.341256,5.90324,3.579783,68.594577,36.041221,10.27292,5.711685,3.185848,50.366706,6.476269,11.775012,6.010625,4.669798,59.081088,10.208328,10.907402,4.982406,3.534255,sad
10.846627,2.125413,2.378487,2.55651,1.454599,1.584458,0.660273,0.73921,1.248108,1.674088,8.552964,1.419362,1.502013,2.388518,1.757038,14.150899,2.573015,5.852879,3.519933,3.078954,8.633205,4.148599,2.411609,2.756695,2.117761,sad
67.566387,9.606859,2.977409,2.087711,2.197036,2.067491,1.533718,2.436184,2.334618,3.61756,8.47833,5.412523,1.876928,1.821374,2.132178,5.816888,1.670947,7.764332,9.673658,10.257681,20.71585,6.672899,1.578171,2.073906,4.211187,happy
4.565685,2.050156,2.394986,2.243171,2.58361,0.404311,0.857472,2.161157,1.450202,2.74238,12.542741,5.040203,4.782396,4.071233,2.016496,1.067769,2.460784,4.041154,1.220163,3.924986,2.243118,3.441289,2.122509,2.06838,1.725962,sad
9.017818,6.133189,2.032521,1.762944,1.002685,0.387587,0.56138,1.078598,1.510503,3.92119,25.026928,14.691759,6.35169,1.992423,1.837418,0.69506,2.199694,1.939116,1.645225,3.329207,10.257734,6.765961,1.214676,2.079611,1.249291,sad
4.185767,0.961937,1.890012,3.783194,2.863093,4.292192,0.519894,1.274101,4.920681,5.573874,18.300714,5.940239,4.000071,3.921179,2.823491,5.049971,2.472715,2.917323,8.317944,16.048825,4.626361,1.900386,2.477837,4.547515,3.041103,happy
7.847791,2.684985,3.051366,2.518265,1.52625,2.829393,0.283617,1.891293,1.509611,2.457192,13.807203,5.289566,2.729544,3.588991,1.148508,7.141907,1.283514,2.541497,1.846931,2.189364,14.490856,3.473085,1.473517,1.791258,1.169661,sad
42.748922,8.906233,2.682221,1.941207,1.31652,2.466783,1.22,1.166165,1.439109,2.615508,0.842481,1.705418,2.538225,1.816469,1.19883,1.777072,1.512856,2.905454,2.944927,4.599347,12.291801,2.958724,2.46607,2.228796,1.833681,sad
62.394111,12.231694,15.986146,5.771301,1.183351,2.395411,1.736686,5.567601,3.509326,1.246824,4.674764,6.439686,12.58524,7.681497,1.435877,2.729561,15.101035,11.681434,4.840288,2.650813,101.886772,30.287919,26.436629,8.737707,2.893658,sad
37.38525,8.858565,3.566281,2.086621,0.978177,0.951609,0.872397,1.149552,1.477995,1.822608,3.740229,1.329861,2.948751,1.205765,2.167746,1.253431,1.173914,1.568082,1.34701,2.81341,11.380298,5.29811,3.677068,1.76677,1.398744,sad
168.182129,32.496503,9.493384,3.913384,3.674366,5.991068,1.818453,2.488236,3.913606,6.471543,9.954471,2.042858,0.653533,2.622099,3.191732,5.035556,2.485471,3.584074,5.995203,10.386351,49.296636,10.407539,3.880559,3.302456,2.563338,happy
5.446514,2.442556,1.318508,1.01503,1.637016,1.253726,1.108771,1.127799,2.031556,1.926324,10.699068,1.566425,2.577192,2.424052,1.071161,1.84596,0.748606,2.012999,3.060268,4.351701,10.140697,5.98315,1.108311,2.180817,1.347651,sad
36.79464,6.781069,2.138906,4.003479,0.638041,0.844582,0.660181,0.477886,2.694945,1.434992,3.958107,1.959803,0.860698,3.291976,1.268043,1.661882,2.307203,4.049938,3.365928,2.699118,18.166948,3.65509,2.951901,3.005405,1.016368,sad
121.334093,22.531348,8.982889,2.672414,2.417173,4.53759,1.67298,5.079103,4.97233,4.041953,32.609569,7.5703,2.382552,2.601179,2.435282,16.497857,4.791534,7.584014,6.280121,11.012343,53.70659,8.099909,6.101975,2.348698,2.896055,happy
42.468345,9.797672,1.709585,1.856934,1.464562,2.561051,1.934399,1.403918,3.949274,3.778751,25.158796,6.590225,1.719861,4.051905,1.182897,3.011205,3.787063,5.794861,13.600716,11.983676,24.117359,8.282713,2.351995,1.836824,1.265212,happy
8.278452,4.957335,1.970288,0.759639,1.540206,4.355186,0.785469,1.455514,2.065554,2.69314,11.521984,3.142539,4.057909,2.700349,2.086564,1.99455,2.256175,2.053498,2.326514,3.434928,5.867553,2.039378,3.120763,1.937887,2.039204,sad
4.124569,4.577082,1.277719,1.172975,1.263484,1.781292,1.467641,1.183378,1.134372,1.619832,15.533419,7.102295,4.62261,1.908611,1.60244,2.379323,2.446236,1.632327,3.51451,1.881024,5.122768,2.922562,2.319329,1.546663,0.943154,sad
